id,budget,genres,year,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
464098,0,Animation,,en,Last Rumba in Rochdale,"Bodney Brooks, a twelve year old master of computer controlled puppetry, decides to arrange a surprise birthday party for his Gran in an attempt to get back into his family’s good books. But, as ever in Bodney’s world, things don’t quite go to plan.",0.000483,none,United Kingdom,01-01-2002,0,10,English,Released,,Last Rumba in Rochdale,5,1,0,1,1
464099,0,,,en,Hoviyat,Nasser Pooyan goes on a trip to the north of Iran with some of his friends. He has an accident with a child hitting him with his motorcycle. Because of his conscience hurting him badly he returns to Tehran alone. In the way back home he himself has a car accident. An ambulance comes to take him to the hospital but by accident they take him to an hospital of war injures. But he can not remember his true identity so doctors and nurses try hard to help him remember his true identity.,0,none,none,,0,92,فارسی,Released,,Identity,0,0,0,0,1
464100,0,Thriller|Crime|Mystery,,en,360 Degree,"Javid takes the responsibility for the methamphetamine found in his car to save his wife from going to prison. After his release, many people come forward to use him for their own good.",0.002858,none,Iran,01-05-2015,0,91,none,Released,,360 Degree,5,1,0,1,0
464101,0,Music|Documentary,,en,A Stranger Among Us: Searching for Nick Drake,"The documentary follows Nick's career, his personal rise, fall and the cult that continues to grow after his death. As this is told through personal recollection with no experts or celebrity fans, it is not a tribute but a film about memory and friendship.",0.000143,BBC Bristol,United Kingdom,01-02-1999,0,40,none,Released,,A Stranger Among Us: Searching for Nick Drake,5,1,1,1,0
464102,0,Drama,,sr,Чудна Шума,,0,none,none,,0,,Srpski,Released,,Чудна Шума,0,0,0,0,1
464103,0,Comedy,,it,Agata e Ulisse,,0.00154,Italian International Film,Italy,07-01-2011,0,,Italiano,Released,,Agata e Ulisse,0,0,2,1,1
464104,0,Horror,,en,Karishika,"The movie displays how Satan eats his way into the souls of the living. To recruit new followers for his kingdom of darkness he sends out Karishika, queen of demons, to the world of the living. There she misguides and seduces a number of people, who all fall prey to her because of their own shortcomings. All but the last fall for the temptation of either the fulfilment of their desperate wishes, or money, or sex. The last, a pastor, resists all temptation and is saved from hell through divine intervention in a final showdown between a Pentacoastal congregation and Karishika and her helpers.",0.000145,none,none,01-01-1996,0,113,none,Released,,Karishika,0,0,0,0,0
464105,0,Horror,,en,Igodo: The Land of the Living Dead,This tale that takes place in a village where people are dying randomly. The Igwe calls a meeting of the elders and the witch doctor. One elder has a story to tell: The story of Amadioha. The secrets of the story hold the key their misfortune.,0.000146,none,Nigeria,01-01-1999,0,103,none,Released,,Igodo: The Land of the Living Dead,0,0,0,1,0
464106,0,,,hu,Rózsa Sándor,,0,none,Hungary,01-01-1971,0,,none,Released,,Rózsa Sándor,0,0,0,1,0
464107,0,,,es,Un americano en Toledo,,0.000156,none,Spain,30-06-1965,0,,none,Released,,Un americano en Toledo,0,0,0,1,0
464110,0,Animation,,pt,Água Mole,The last habitants of a village refuse to let themselves sink into oblivion.,0.031911,none,Portugal,18-05-2017,0,10,Português,Released,,Drop by Drop,10,1,0,1,1
464111,0,Horror|Science Fiction,,en,Zygote,"Stranded in an Arctic mine, two survivors are forced to fight for their lives against a new kind of terror.",0.655798,Oats Studio,Canada,12-07-2017,0,23,English,Released,,Zygote,7,12,1,1,1
464112,0,Animation,,en,Kapture: Fluke,Two guys test weapons for an arms company.,0.025391,none,none,03-08-2017,0,5,English,Released,,Kapture: Fluke,8,1,0,0,1
464117,0,Romance|Drama,,de,Little Girl Blue,"Sandra is new to the neighbourhood and she's shy. The girls in her class don't make it easy for her either. She doesn't fit into the cool clique around Nadja and Isa at all. But when she meets 14-year-old Mike who lives in the house across the street, all her problems seem to be forgotten. She falls head over heels in love with him. However Sandra doesn't know that Nadja, too, has had a crush on Mike for some time and Nadja doesn't miss any opportunity to score points with her feminine charms - Nevertheless, Sandra and Mike are becoming closer. But their young love is soon put to the test. One day, they observe Mike's mother with a stranger. Mike is outraged. He can't understand that only a year after his sister died, his family will now be completely destroyed. But Sandra is staggered as well. How can she explain to Mike that the stranger is her father? Afraid of losing Mike, she tries everything to keep the matter secret. But by doing so, she becomes entangled in contradictions. ...",0.000287,none,none,21-08-2003,0,82,Deutsch,Released,,Little Girl Blue,0,0,0,0,1
464119,0,Drama,,ar,Help,"Ali, a delinquent, is living a chaotic life. His life changes when he meets Souraya, a prostitute threatened by Jacques, a mob guy who is having problems at home. One day, while driving him in his cab to his office, Maroun notices their extreme resemblance. The choices of some and the destinies of others meet and change their existences.",0.000857,Frame By Frame Production,Lebanon,18-11-2010,0,90,none,Released,,Help,0,0,2,1,0
464120,0,,,en,The Last Time I Saw Michael Gregg,A theatre company in Sydney tries to stage a new play despite the sudden and mysterious disappearance of the director.,0.001473,none,Australia,01-07-2011,0,90,none,Released,,The Last Time I Saw Michael Gregg,0,0,0,1,0
464121,0,Mystery|Family|Drama|Adventure|Fantasy,,en,Touch the Sun: Peter & Pompey,"The fate of a young Australian boy is somehow linked with that of a young Roman boy who had traveled to Australia by ship during the time of the Roman Emperor, Nero.",0.000794,The Australian Children's Television Foundation,Australia,28-03-1988,0,90,none,Released,,Touch the Sun: Peter & Pompey,0,0,2,1,0
464122,0,Drama,,en,Mixed Signals,"Judy, Alex and Nick are three friends in their early twenties who haven't quite figured things out. Judy is stuck at a dead-end job and is about to make a big move in her life when her boyfriend unexpectedly proposes to her via voicemail. The engagement ring is coming via express mail and she goes to her best friends to help her decide what to do. Alex is a spendthrift who lives way above his means. Nick, secretly in love with Judy, is a writer who can never quite finish his novel. MIXED SIGNALS is a story about love, friendship, loyalty and the choices we all face.",0.000196,none,United States of America,19-09-1997,0,87,none,Released,,Mixed Signals,0,0,0,1,0
464123,0,,,en,Ajab Singh ki Gajab Kahani,This is a Biopic of a handicapped Irs officer Ajay Singh who is presently deputed as Deputy commissioner of income tax at ranchi (Jharkhand). First time in Indian film history the same Irs ...,0,none,none,,0,0,none,Released,,Ajab Singh ki Gajab Kahani,0,0,0,0,0
464124,0,,,en,Coal Country,COAL COUNTRY  tells of the dramatic struggles around the use and acquisition of coal.,0,none,none,,0,84,none,Released,People battle against the use of coal in West Virginia.,Coal Country,10,1,0,0,0
464126,0,Comedy,,it,Sia Lodato Silvio,,0.000429,none,Italy,15-11-2006,0,,Italiano,Released,,Sia Lodato Silvio,0,0,0,1,1
464127,0,Animation,,en,The Adventures of Figaro Pho,"Everyone of us has got at least one irrational fear ... in the case of Figaro Pho, he has them all.",0,none,Australia,,0,28,none,Released,,The Adventures of Figaro Pho,0,0,0,1,0
464129,0,Animation,,en,Tess Has a Stain on Her Dress,The red stain on Tess's dress arouses from her family a series of odd and surprising reactions. Everything looks puzzling and unfamiliar until she comes across another boy who sees the stain for what it really is.,0.000573,Bezalel Academy of Arts and Design,Israel,26-08-2008,0,4,none,Released,,Tess Has a Stain on Her Dress,0,0,1,1,0
464130,0,Romance|Family|Drama,,ru,Колыбельная для мужчин,A single mother for years had an amazing relationships with her son. But all ended when a young girl joined the family.,0,Gorky Film Studios,Russia,01-05-1977,0,71,Pусский,Released,,A Lullaby for Men,0,0,1,1,1
464131,0,Drama,,zh,全城高考,Four students in a class are scheme to skip out on the College Entrance Exam.,0.00146,Golden Mabole Asia Entertainment,China,01-01-2013,0,88,none,Released,,Mark of Youth,0,0,1,1,0
464132,0,Western,,es,Nubes Rojas,,0.005884,none,Spain,18-06-2016,0,,Español,Released,,Nubes Rojas,10,1,0,1,1
464134,0,,,ko,A.Room.With.a.View-Delicious.Sex.2,,0,none,none,,0,,none,Released,,A.Room.With.a.View-Delicious.Sex.2,0,0,0,0,0
464135,0,Documentary,,en,Exotic,A feature documentary about the commercial sex industry on Guam.,0.006274,none,none,14-07-2016,0,0,none,Released,,Exotic,0,0,0,0,0
464136,0,Adventure|Family,,cs,Parta za milión,"A story about two group of neighborhood boys, their rivalry and adventures.",0,Filmové Studio Zlín,Czech Republic,09-01-1991,0,67,Český,Released,,Desk For a Million,0,0,1,1,1
464137,0,,,ko,그녀에 대해 알고 있는 모든 것,,0,none,none,,0,,none,Released,,그녀에 대해 알고 있는 모든 것,0,0,0,0,0
464138,0,,,ko,세컨드 버진,,0,none,none,,0,,none,Released,,세컨드 버진,0,0,0,0,0
464140,0,,,ko,모크샤,,0.05,none,none,,0,,none,Released,,모크샤,0,0,0,0,0
464141,0,Adventure|Family|Drama|War,,ru,Минута молчания,A young man Sergey is trying to find a truth about the abandoned tomb of the soldiers suddenly discovered during the building of a highway.,1.10E-05,Gorky Film Studios,Russia,01-11-1971,0,101,Pусский,Released,,A Minute of Silence,0,0,1,1,1
464144,0,Drama,,hu,Ébredés,"1952, Budapest. Kati is thirteen years old when her mother dies. Her father works as a founder at the Miskolc foundry, deprived of his former position of director-engineer. Kati is left alone in their flat, transformed into a place crowded with tenants. That is, not quite: in her imagination her mother is alive again, for she still needs her.",0.000143,none,Hungary,01-07-1994,0,104,Magyar,Released,,Awakening,0,0,0,1,1
464145,0,,,ko,일탈 여행 프라이빗 아일랜드,,0.05,none,none,,0,,none,Released,,일탈 여행 프라이빗 아일랜드,0,0,0,0,0
464146,0,,,ko,섹슈얼 어딕션,,0,none,none,,0,,none,Released,,섹슈얼 어딕션,0,0,0,0,0
464148,0,,,en,Musical Outsiders: An American Legacy,"American composers have long struggled against the momentum of the Western European classical tradition and the prestige it has held in America's cultural life. ""I did not want to have any stricture at all, I wanted to be completely free."" So spoke Harry Partch, describing not only his own path, but also that of two other influential American composers: Lou Harrison and Terry Riley. They were attracted to musical ideas and sounds outside of the surrounding classical mainstream. Together they offer a deeper understanding of what those alternatives are and how they have affected American culture.",0.000218,none,none,01-01-1994,0,58,none,Released,,Musical Outsiders: An American Legacy,0,0,0,0,0
464149,0,,,en,Alien Dreamtime,"Produced as a live multi-media event in San Francisco, on the evenings of February 26 and 27, 1993. The performance is divided into three movements, each reflective of Terence McKenna's ethnobotanical theories: Archaic Revival, Alien Love and Time Wave Zero. McKenna's presence is combined with the neo-psychedelic visuals of Rose X and ambient techno improvisations by Space Time Continuum and didgeridusita, Stephen Kent.",0.000305,none,none,08-04-2003,0,60,none,Released,,Alien Dreamtime,0,0,0,0,0
464150,0,,,en,.,,0,none,none,,0,0,none,Canceled,,.,0,0,0,0,0
464151,0,Comedy|Romance|Family|Fantasy,,ru,Операция «Праведник»,,0.058278,Telesto,Russia,30-12-2009,0,,Pусский,Released,,Операция «Праведник»,10,1,1,1,1
464152,0,,,en,Amazon: The Invisible People,"The Amazon is the last place on Earth where people who have never been contacted by the modern world live. In Ecuador, an uncontacted tribe called the Tageari are next in the firing line and when contact occurs, their health, their faith, their environment, their love - all the things that define their culture - are changed forever. AMAZON - THE INVISIBLE PEOPLE traces the work of an Australian, Doug Ferguson, who went to Ecuador in 1986 to work with Indigenous people. He married a shaman's daughter, fathered two children and built a rainforest home. Doug has helped three tribes secure and demark their ancestoral land, saved more than a million hectares of pristine rainforest in reserves and National Parks, and established sustainable agricultural projects in a nation devastated by slash and burn agriculture. This is the story of Doug Ferguson's work.",0.000215,none,none,01-01-1997,0,60,none,Released,,Amazon: The Invisible People,0,0,0,0,0
464153,0,,,en,Terence McKenna - The Last Word,"This film is dedicated to the work and play of Terrence McKenna, on the fractal edge of time, 1946-2000.  Terence Kemp McKenna was an American author, public speaker, metaphysician, psychonaut, philosopher, ethnobotanist, art historian, and self-described anarchist, anti-materialist, environmentalist, feminist, Platonist and skeptic. During his lifetime he was noted for his knowledge of psychedelics, metaphysics, plant-based entheogens, shamanism, mysticism, Hermeticism, Neoplatonism, biology, geology, physics, phenomenology, and his concept of novelty theory.",0.001224,none,none,01-01-2010,0,33,none,Released,,Terence McKenna - The Last Word,0,0,0,0,0
464154,0,Music|Animation|Fantasy|Comedy,,ja,ジャンゴのダンスカーニバル,"The Straw Hat Pirates visit Mirrorball Island. Where a big dance carnival is being held. Jango the Hypnotist was there too, to show off his dance moves. Only when he was found by a group of Marines who were about to arrest him. But ended up chasing him throughout the island. Our heroes got involved when one of the Marines recognized Luffy from the wanted poster. And they end up getting chased as well. Soon Jango steals the spotlight of the dance carnival and uses his hypnosis on everyone on the island. And soon everyone including Jango, The StrawHat Pirates, and the marines are all dancing like there's no tomorrow.",0.00018,Toei Animation,Japan,03-03-2001,0,6,日本語,Released,,Jango's Dance Carnival,7,1,1,1,1
464155,0,Documentary,,en,"Gros Mots, Petits Sabots","This film deals with authority, violence and friendship between man and beast. This exhilarating film portrays a youth detention centre's young inhabitants thriving on the difficult task of building up a relationship with a horse. For these adolescents - who are at odds with society and have violent tendencies - building up a relationship with a horse is an opportunity to learn about trust and communication. The values with which horse whisperers work are transferred to human relationships and offer a way out from the vicious circle of violence.",0.000429,none,none,14-12-2005,0,90,none,Released,,"Gros Mots, Petits Sabots",10,1,0,0,0
464156,0,,,en,Dix-Setp Ans,"At seventeen, looking much younger, Jean-Benoît serves an apprenticeship as a diesel fitter mechanic. He is a troubled youngster, who has never really recovered from the untimely death of his father and has conflicting relationships with his mother.On the other hand, having a girlfriend, Héléna, more mature than him, as well as learning a trade may help him to rebuild his shattered personality.",0.00029,none,none,16-05-2003,0,83,none,Released,,Dix-Setp Ans,7,1,0,0,0
464157,0,,,en,A Shamanic Adventure In Peru,"The first person experience filmed by an organizer of shamanic tours to Latin America. Here 7 Australians, 1 American and a peruvian shaman go on a shamanic adventure in Peru. They travel to Machu Picchu region and voyage down the Rio Bamba river to the Amazon. There they experience the sacred San Pedro and Ayahuasca rituals.",0.000143,none,none,01-01-2001,0,0,none,Released,,A Shamanic Adventure In Peru,0,0,0,0,0
464158,0,Drama,,es,Virginia Casta,,0.070155,none,Colombia,22-06-2017,0,,Español,Released,,Virginia Casta,0,0,0,1,1
464159,0,,,en,Serial Killers,The true stories of modern history's most notorious serial killers. This horrifying account of their vicious crime sprees will shock the most callous viewer. This extensively researched history of crime and violence offers an unforgettably gripping account of a horrifying odyssey of death.,0.000143,none,none,01-01-1994,0,90,none,Released,,Serial Killers,0,0,0,0,0
464160,0,Drama,,en,The Last Summer,"Set in 1981, ""The Last Summer"" tells the story of 12-year-old Joel Shuman's first summer after the sudden death of his mom. Joel helps his family come to terms with their tragic loss while spending his last summer of innocence with the best friends he will ever know. ""The Last Summer"" recalls a time when life was still a mystery and every day was a new adventure.",0.001265,D Productions,United States of America,16-04-2004,0,95,none,Released,,The Last Summer,7,1,1,1,0
464161,0,,,en,Mastering The Theremin,"""Mastering the Theremin"" covers basic theremin techniques in 6 lessons - and includes exercises designed by Clara Rockmore. Lydia Kavina also performs three of her original compositions for theremin. This is the main resource you need for learning to play theremin or for improving your technique.",0.000143,none,none,01-01-1995,0,45,none,Released,,Mastering The Theremin,0,0,0,0,0
464162,0,Comedy,,es,Harry Grows Up,,0.001148,none,United States of America,01-07-2012,0,,none,Released,,Harry Grows Up,6,1,0,1,0
464163,0,,,en,The Greatest Theremin Virtuosa,"Quite simply the finest theremin player who has ever lived, Clara Rockmore began her performing life as a violin prodigy at the age of 5 years old, still the youngest person ever admitted to the prestigious Imperial Conservatory of Saint Petersburg where she studied under the great Leopold Auer.  Due to childhood malnutrition causing bone problems in her teen years, she was forced to give up the violin and moved to New York City in the mid 1920's where she met and became involved with Russian electronics genius Leon Theremin and helped him to refine and perfect his new instrument, giving advice from the standpoint of a musical performer to make the theremin more playable and developing her own hand techniques and exercises for playing the instrument.",0.000215,none,none,01-01-1998,0,59,none,Released,,The Greatest Theremin Virtuosa,0,0,0,0,0
464164,0,Drama|Adventure|Science Fiction,,ru,Дверь в лето,,9.30E-05,Leningrad Television,Russia,01-01-1992,0,,Pусский,Released,,Дверь в лето,8,1,1,1,1
464165,0,,,en,OHM+ : The Early Gurus Of Electronic Music : 1948-1980,"Over two hours of rare performances, interviews, animations, and experimental video.  Milton Babbit's discussion of the difficulties of working with archaic synthesizers in the Columbia-Princeton Electronic Music Center in the 1950s and 60s is a firm reminder of just how foreign electronic sounds were to even the academic community only 40 years ago. Likewise, Paul Lansky's private lesson with theremin inventor Leon Theremin is an example of how non-user friendly electronic musical instruments could be, even to people who should have the best sense of how to approach them.",0.000286,none,none,01-01-2005,0,145,none,Released,,OHM+ : The Early Gurus Of Electronic Music : 1948-1980,0,0,0,0,0
464166,35,,,en,Sex & Sushi,"A wisecracking NYC private detective earns a living by exposing cheating husbands to their wives, but when he falls for a client, he starts to reconsider everything he believes.",0.002135,none,none,15-04-2006,0,100,English,Released,"Monogamy isn't natural, it's just another long con.",Sex & Sushi,0,0,0,0,1
464167,0,,,en,Southern Belles,"Southern Belles chronicles the lives of six extraordinary women in an ordinary town.  Unable to commit to the sedated mentality of their neighbors, the women aggressively tackle the turbulent issues of their lives.",0.00018,none,none,01-01-1997,0,101,none,Released,,Southern Belles,0,0,0,0,0
464168,0,,,en,Money Talks,"From Allen Funt, the creator of TV's ""Candid Camera."" The hidden camera is pointed at people dealing with money in all sorts of human and, often, hilarious circumstances.",0.05,none,none,,0,81,none,Released,Whatever Happened to Allen Funt?,Money Talks,0,0,0,0,0
464170,0,,,en,Poona the Fuckdog,"Once upon a time., there was a little fuckdog who lived in the woods. Her name was Poona.  Poona had no friends until her Fairy God Penis brought her a magical gift - a big pink box.  Then a handsome prince came to play in Poona's big pink box. And came. And came again.  Follow Poona's twisted path to the Kingdom of Do (where no one did). Meet The Man Who Can Sell Anything, Suzy-Suzy Cyber-Assassin, Mr. Beer, a pair of space aliens named Jasper and Cunt, and God (who will answer any question for five bucks).  Spike the milk. Lace the cookies. And get way, way under the covers for Jeff Goode's hilarious and subversive bedtime stories for adults, Poona the Fuckdog.",0.00135,none,none,,0,120,none,Released,Poona just wants someone to come play in her big pink box!,Poona the Fuckdog,0,0,0,0,0
464171,0,,,ar,أنف وثلاث عيون,"A doctor's romantic adventures with 3 women,the ups and downs of love and life changes.","3,00E-06",none,none,04-11-1972,0,142,العربية,Released,,A Nose And Three Eyes,8,1,0,0,1
464172,0,,,en,Seven Steps to Mercy: Cracking the Shakespeare Code,"This is the amazing story of Petter Amundsen, a Norwegian organist, who believes he has deciphered a secret code hidden in Shakespeare's first folio. The code reveals a treasure map where mythical objects described in the bible and controversial manuscripts are hidden. In this series of three episodes, we learn how the map functions and about the codes often hidden in Renaissance art. We discover who might have wanted to hide the treasure and how they did it and journey across the world to a tiny island in Nova Scotia in search of the treasure. We follow Amundsen and Dr Robert Crumpton, a sceptical historian, on their quest to discover the truth.",0.15,none,none,,0,124,Norsk,Released,,Seven Steps to Mercy: Cracking the Shakespeare Code,0,0,0,0,2
464173,0,History|Documentary,,en,That World Is Gone,"Kathy's family left on a Saturday morning in 1965. The rumble of bulldozers echoed through the neighborhood, and her block was empty. Federally-funded urban renewal had arrived in Charlottesville, scattering dozens of families like Kathy's. The once-vibrant African American community, built by formerly enslaved men and women who had secured a long-denied piece of the American dream, disappeared.","2,00E-06",none,none,,0,21,none,Released,Race and Displacement in a Southern Town,That World Is Gone,0,0,0,0,0
464174,0,Documentary,,en,M*A*S*H: 30th Anniversary Reunion,"The M*A*S*H 30th Anniversary Reunion Special is a retrospective documentary on the CBS-TV series M*A*S*H that aired on the FOX TV network on May 17, 2002. The progam features interviews with past cast members, producers, and writers who contributed to the series, which originally aired on CBS-TV from September 17, 1972 to February 28, 1983.",0.033156,Fox,United States of America,17-05-2002,0,85,English,Released,,M*A*S*H: 30th Anniversary Reunion,0,0,1,1,1
464175,0,Thriller,,en,Dirty,"Two dirty cops find themselves relieved of over two million dollars in stolen drugs and money, forcing them into a bizarre and mysterious investigation to recover it.",0.009482,none,none,12-07-2016,0,90,none,Released,"Just because you get your hands dirty, doesn't mean you are.",Dirty,0,0,0,0,0
464176,0,Music,,en,Ain't Misbehavin',"Televised version of the Broadway sensation celebrating the music, life and times of ""Fats"" waller, featuring 29 songs written by or inspired by him",0,Showtime Networks,United States of America,21-06-1982,0,120,none,Released,One never knows... Do one?,Ain't Misbehavin',10,1,2,1,0
464177,0,Drama|Crime,,en,Night Cargo,"While in Singapore, a man and a pretty young girl find themselves mixed up in blackmail and murder.",0.000174,Peerless Pictures,United States of America,07-01-1936,0,66,none,Released,,Night Cargo,0,0,1,1,0
464179,0,Science Fiction|Action,,ja,シックス・エンジェルズ,"A group of female mercenaries known as the Rose Guard patrol a Utah nuclear test site that has been turned into a prison for hardened criminals. The Canyon family, however, has taken control of the prison, and now aims to use nuclear weapons to ""cleanse the world with radiation"", and only the Rose Guard can stop them.",0.000286,none,Japan,20-11-2001,0,90,日本語,Released,,6 Angels,0,0,0,1,1
464180,1000000,Horror,,en,The Queen of Screams,A small group of teenagers are trapped in a deserted movie theater and stalked by a crazed B-movie actress out to kill for the demise of her career.,0.000573,Alex Ryan Productions,United States of America,02-01-2009,0,76,English,Released,The Queen of Screams is out for more than revenge... she wants the town!,The Queen of Screams,0,0,1,1,1
464182,0,,,it,Dream #7,Created for an anthology film called 42 One Dream Rush.,0.001111,none,none,15-09-2010,0,0,none,Released,,Dream #7,0,0,0,0,0
464183,0,Drama|Comedy,,en,Mendel,"A Jewish family leaves Germany after surviving the Holocaust and heads to Norway. Mendel, their youngest son, is too young to make sense of the Holocaust but tries to comprehend his family's actions during the war and their nightmares now. His imagination frequently runs away from him.",0.000201,Northern Lights,Norway,04-06-1997,0,95,Norsk,Released,,Mendel,8,1,3,1,1
464185,0,,,en,Pick A Winner,"Take your senses on an unpredictable journey with this blend of raucous music and psychedelic visuals from the artists at Load records. Based in Providence, R.I., the label's acts run the gamut from noise rock to experimental electronica. Bands include Pink and Brown, Neon Hunk, Forcefield, Mystery Brinkman, Gerty Farish, Pixeltan, Thee Hydrogen Terrors, My Favorite Home Page, Lightning Bolt, Extreme Animals, Black Elf Speaks and more.",0.000286,none,none,01-06-2004,0,60,none,Released,,Pick A Winner,0,0,0,0,0
464187,0,,,en,Traps,"Working for the first time with sound, I made TRAPS, a film scripted in jail on hearing of an acquaintance’s suicide, and LEAH. Both are “portraits” of alienated young women. TRAPS is harsh in both form and content, with long takes speaking to the camera juxtaposed against long silent sequences as, in an argument by accretion, the grounds for alienation are piled up. Ostensibly a “documentary self-portrait” made by the woman of the film, TRAPS’ seemingly uncohesive segments crystallize only at the last moment when the neutral narrator (and alleged “editor” ) informs the viewer that the woman committed suicide.  -https://www.ejumpcut.org/archive/onlinessays/JC05folder/JostNotes.html",0.000215,none,none,01-09-1967,0,22,none,Released,,Traps,0,0,0,0,0
464189,0,Documentary,,fr,La Libération de Paris,,0.000144,Le comité du libération du cinéma français,France,01-09-1944,0,,Français,Released,,La Libération de Paris,6,1,1,1,1
464190,0,Comedy,,en,Randi & Ronnis restaurant,"Pelle Parafins bøljeband has to find a new home after their basement is flooded. Fortunately, their old rivals Randi & Ronny invites them to play at their new restaurant. However, an old ghost haunts the restaurant and the band gets into trouble.",0.00135,Norsk Rikskringkasting (NRK),Norway,19-06-1986,0,191,Norsk,Released,,Randi & Ronnis restaurant,0,0,1,1,1
464193,0,Animation,,en,ゆゆ式 OVA『困らせたり、困らされたり』,OAV for the Yuyushiki anime,0.015481,Kinema Citrus,Japan,22-02-2017,0,27,日本語,Released,,"Yuyushiki: Komarasetari, Komarasaretari",0,0,1,1,1
464194,0,,,pt,Pedro Sob a Cama,,1.182912,none,none,01-08-2017,0,,Português,Released,,Pedro Sob a Cama,0,0,0,0,1
464195,0,,,en,Fight Owens Fight: The Kevin Owens Story,"For the first time ever, WWE Home Video takes you through the journey of Kevin Owens and his fight to get to the top of WWE. Hear from “The Prizefighter” himself as he talks about his career on the independent scene, getting to NXT, and his road to becoming the WWE Universal Champion. Welcome to the Kevin Owens show!",0.001232,none,none,,0,60,none,Released,,Fight Owens Fight: The Kevin Owens Story,0,0,0,0,0
464196,0,Fantasy|Comedy,,en,Mighty Boy,Jaime is a university student who left everything behind in order to get a job in a TV series that made his dream of becoming a hero come true.,0.002471,Rainbow Entertainment,Japan,23-05-2013,0,17,none,Released,,Mighty Boy,0,0,2,2,0
464197,0,Documentary,,en,Salad Days (TGR),"Salad Days, noun: a time of youthful indiscretion and delinquency What really are the salad days? TGR answers with the tightest in jib style and culture. Check it: backcountry air, cliffs, rails, urban, pipe, and more. Witness skiing’s new generation experience the sessions they wish would last forever. These are the happy days, the salad days as they say, when the boys are green in judgment, cold in blood.","1,00E-06",Teton Gravity Research,United States of America,,0,30,English,Released,"SALAD DAYS, noun: a time of youthful indiscretion and delinquency.",Salad Days (TGR),0,0,1,1,1
464198,0,Fantasy|Comedy|Animation,,ja,夢のサッカー王!,"At a huge pillar stadium, the Grand Line Cup Final is being held. The ""Straw Hat Pirate Team""(Luffy, Zoro, Usopp, Sanji, and Chopper) are having a tie breaker shoot out against the ""Villian All Star Team""(Buggy, Bon Clay, Jango, Hatchan, and a soccer like head player named Odacchi). Everyone of them gets a turn in kicking the ball to the goal. While Coby is taking the goalie position, and isn't doing too good in blocking the goal. One after another, the game eventually comes to a sudden death match. Which team will win the Grand Line Cup?",0.000438,Toei Animation,none,02-03-2002,0,6,日本語,Released,,Dream Soccer King!,0,0,1,0,1
464199,0,Comedy,,en,The Home Towners,"The Home Towners is a 1928 American comedy film directed by Bryan Foy and starring Richard Bennett, Doris Kenyon and Robert McWade.",0.000215,Warner Bros.,United States of America,02-11-1928,0,0,English,Released,Warner Bros. continue their lead..!,The Home Towners,0,0,1,1,1
464200,0,,,es,La Venus maldita,Man with fatal illness encourages wife and best friend to have fun together.,0.000146,none,none,10-05-1967,0,84,none,Released,,La Venus maldita,0,0,0,0,0
464201,0,,,es,Mi padrino,Bumbling oaf takes custody of his god-daughter and helps her advance her singing career.,0.000146,none,none,11-06-1969,0,87,none,Released,,Mi padrino,0,0,0,0,0
464202,0,Music|Animation,,en,Has Anyone Here Seen Kelly?,"Koko the Clown leads his Koko Kwartet through a rendition of ""Has Anyone Here Seen Kelly?"", a British music hall song about an Irish girl who gets lost in New York and tries to find her boyfriend, Kelly.",0.00015,none,United States of America,01-07-1926,0,5,none,Released,,Has Anyone Here Seen Kelly?,0,0,0,1,0
464203,0,Animation,,en,The Wacky World Of Numbers,"Adapted by the book by Sheldon Wasserman."" Bizarrely minimal short that is essentially a series of animated, silly puns and jokes based on the shapes of numerals, intercut with psychedelic, kaleidoscopic transitions and horn-based go-go music. The look was clearly inspired by ROWAN & MARTIN'S LAUGH-IN (but maybe without the laughs).",0.000143,none,none,01-07-1968,0,7,none,Released,,The Wacky World Of Numbers,0,0,0,0,0
464204,0,Animation,,en,Seed Reel,"Seed Reel #1 by Mary Beams, 1975.",0,none,United States of America,01-07-1975,0,4,none,Released,,Seed Reel,0,0,0,1,0
464205,0,Comedy,,en,Brand New Old Love,Former high school friends run into each other years later and drunkenly decide to make good on their promise to marry each other if they're both still single by 30 - only to discover too late all the things they liked about each other when they were younger have changed.,1.283674,TIN OR W Productions,United States of America,01-08-2017,0,0,English,Released,"If you can't find yourself, find someone else.",Brand New Old Love,0,0,1,1,1
464206,0,,,en,Tokyo,"If you haven't been to Tokyo, Tokyo can be anything... a girl's name, the place you dream of with your eyes shut... or the title of a story.",0.000286,Escola Superior de Cinema i Audiovisuals de Catalunya (ESCAC),Spain,16-11-2003,0,11,none,Released,,Tokyo,0,0,1,1,0
464207,0,Documentary,,en,The Truth Is in the Stars,"William Shatner sits down with scientists, innovators and celebrities to discuss how the optimism of 'Star Trek' influenced multiple generations.",0.427397,none,Canada,01-05-2017,0,86,English,Released,,The Truth Is in the Stars,8,1,0,1,1
464208,22,,,en,6 Souls,A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.,0.077343,NALA Films,United States of America,,0,112,none,Released,The sheltering has begun.,6 Souls,0,0,1,1,0
